,original,matches,match_count
1444,"King, Carleton J.",[],0
1445,"King, Peter T.",[],0
1446,"King, Steve",['Steve King'],1
1447,"King-Hinds, Kimberlyn",[],0
1448,"Kingston, Jack",['Jack Kingston'],1
1449,"Kinzinger, Adam",['Adam Kinzinger'],1
1450,"Kirk, Mark Steven",[],0
1451,"Kirk, Mark Steven",[],0
1452,"Kirk, Paul Grattan, Jr.",[],0
1453,"Kirkpatrick, Ann",['Ann Kirkpatrick'],1
1454,"Kirkpatrick, Ann",['Ann Kirkpatrick'],1
1455,"Kirkpatrick, Ann",['Ann Kirkpatrick'],1
1456,"Kissell, Larry",['Larry Kissell'],1
1457,"Kleczka, Gerald D.",[],0
1458,"Klein, Herbert C.",[],0
1459,"Klein, Ron",['Ron Klein'],1
1460,"Kline, John",['John Kline'],1
1461,"Klink, Ron",[],0
1462,"Klobuchar, Amy",['Amy Klobuchar'],1
1463,"Kluczynski, John C.",[],0
1464,"Klug, Scott L.",[],0
1465,"Knight, Stephen",[],0
1466,"Knollenberg, Joe",[],0
1467,"Knott, Brad",['Brad Knott'],1
1468,"Koch, Edward I.",[],0
1469,"Kogovsek, Ray",[],0
1470,"Kohl, Herb",['Herb Kohl'],1
1471,"Kolbe, Jim",[],0
1472,"Kolter, Joseph P.",[],0
1473,"Konnyu, Ernest L.",[],0
1474,"Kopetski, Mike",['Mike Kopetski'],1
1475,"Kosmas, Suzanne M.",[],0
1476,"Kostmayer, Peter H.",['Peter Kostmayer'],1
1477,"Kostmayer, Peter H.",['Peter Kostmayer'],1
1478,"Kramer, Ken",[],0
1479,"Kratovil, Frank, Jr.","['Frank Kratovil, Jr.']",1
1480,"Krebs, John H.",[],0
1481,"Kreidler, Mike",['Mike Kreidler'],1
1482,"Krishnamoorthi, Raja",['Raja Krishnamoorthi'],1
1483,"Krueger, Robert C.",[],0
1484,"Krueger, Robert C.",[],0
1485,"Kucinich, Dennis J.",[],0
1486,"Kuster, Ann M.",[],0
1487,"Kustoff, David",['David Kustoff'],1
1488,"Kuykendall, Dan H.",[],0
1489,"Kuykendall, Steven T.",[],0
1490,"Kyl, Jon",['Jon Kyl'],1
1491,"Kyl, Jon",['Jon Kyl'],1
1492,"Kyl, Jon",['Jon Kyl'],1
1493,"Kyros, Peter N.",[],0
1494,"Labrador, Raul R.",[],0
1495,"LaFalce, John J.",[],0
1496,"Lagomarsino, Robert J.",[],0
1497,"LaHood, Darin",['Darin LaHood'],1
1498,"LaHood, Ray",['Ray LaHood'],1
1499,"LaLota, Nick",[],0
1500,"LaMalfa, Doug",['Doug LaMalfa'],1
1501,"Lamb, Conor",['Conor Lamb'],1
1502,"Lamborn, Doug",['Doug Lamborn'],1
1503,"Lampson, Nick",[],0
1504,"Lampson, Nick",[],0
1505,"Lancaster, H. Martin",['H. Martin Lancaster'],1
1506,"Lance, Leonard",['Leonard Lance'],1
1507,"Landgrebe, Earl F.",[],0
1508,"Landrieu, Mary L.",[],0
1509,"Landrum, Phil M.",[],0
1510,"Landry, Jeffrey M.",[],0
1511,"Landsman, Greg",['Greg Landsman'],1
1512,"Langevin, James R.",[],0
1513,"Langworthy, Nicholas A.",[],0
1514,"Lankford, James",['James Lankford'],1
1515,"Lankford, James",['James Lankford'],1
1516,"Lantos, Tom",['Tom Lantos'],1
1517,"Largent, Steve",[],0
1518,"LaRocco, Larry",['Larry LaRocco'],1
1519,"Larsen, Rick",['Rick Larsen'],1
1520,"Larson, John B.",[],0
1521,"Latham, Tom",['Tom Latham'],1
1522,"Latimer, George",['George Latimer'],1
1523,"LaTourette, Steven C.",[],0
1524,"Latta, Delbert L.",[],0
1525,"Latta, Robert E.",[],0
1526,"LaTurner, Jake",[],0
1527,"Laughlin, Greg",['Greg Laughlin'],1
1528,"Lautenberg, Frank R.",[],0
1529,"Lautenberg, Frank R.",[],0
1530,"Lawler, Michael",[],0
1531,"Lawrence, Brenda L.",[],0
1532,"Lawson, Al, Jr.","['Al Lawson, Jr.']",1
1533,"Laxalt, Paul D.",[],0
1534,"Lazio, Rick",['Rick Lazio'],1
1535,"Leach, James A.",[],0
1536,"Leahy, Patrick J.",[],0
1537,"Leath, Marvin",[],0
1538,"LeBoutillier, John",[],0
1539,"Lederer, Raymond F.",[],0
1540,"Lee Carter, Erica",[],0
1541,"Lee, Barbara",['Barbara Lee'],1
1542,"Lee, Christopher J.",[],0
1543,"Lee, Gary A.",[],0
1544,"Lee, Laurel M.",[],0
1545,"Lee, Mike",['Mike Lee'],1
1546,"Lee, Summer L.",[],0
1547,"Lee, Susie",['Susie Lee'],1
1548,"LeFante, Joseph A.",[],0
1549,"Leger Fernandez, Teresa",[],0
1550,"Leggett, Robert L.",[],0
1551,"Lehman, Richard H.",['Richard Lehman'],1
1552,"Lehman, William",[],0
1553,"Leland, Mickey",[],0
1554,"LeMieux, George S.",[],0
1555,"Lent, Norman F.",[],0
1556,"Lesko, Debbie",['Debbie Lesko'],1
1557,"Letlow, Julia",['Julia Letlow'],1
1558,"Levin, Andy",['Andy Levin'],1
1559,"Levin, Carl",['Carl Levin'],1
1560,"Levin, Mike",['Mike Levin'],1
1561,"Levin, Sander M.",[],0
1562,"Levine, Mel",[],0
1563,"Levitas, Elliott H.",[],0
1564,"Levy, David A.",[],0
1565,"Lewis, Jason",['Jason Lewis'],1
1566,"Lewis, Jerry",['Jerry Lewis'],1
1567,"Lewis, John",['John Lewis'],1
1568,"Lewis, Ron",['Ron Lewis'],1
1569,"Lewis, Thomas F.",[],0
1570,"Liccardo, Sam T.",[],0
1571,"Lieberman, Joseph I.",[],0
1572,"Lieu, Ted",['Ted Lieu'],1
1573,"Lightfoot, Jim",['Jim Lightfoot'],1
1574,"Lincoln, Blanche L.",[],0
1575,"Lincoln, Blanche L.",[],0
1576,"Linder, John",['John Linder'],1
1577,"Lipinski, Daniel",[],0
1578,"Lipinski, William O.",[],0
1579,"Litton, Jerry",[],0
1580,"Livingston, Bob",[],0
1581,"Lloyd, James F.",[],0
1582,"Lloyd, Marilyn",['Marilyn Lloyd'],1
1583,"LoBiondo, Frank A.",[],0
1584,"Loebsack, David",[],0
1585,"Loeffler, Kelly",['Kelly Loeffler'],1
1586,"Loeffler, Tom",[],0
1587,"Lofgren, Zoe",['Zoe Lofgren'],1
1588,"Long, Billy",['Billy Long'],1
1589,"Long, Clarence D.",[],0
1590,"Long, Gillis W.",[],0
1591,"Long, Gillis W.",[],0
1592,"Long, Jill L.",[],0
1593,"Long, Russell B.",[],0
1594,"Longley, James B., Jr.",[],0
1595,"Lopez, Greg",[],0
1596,"Lott, Trent",[],0
1597,"Lott, Trent",[],0
1598,"Loudermilk, Barry",['Barry Loudermilk'],1
1599,"Love, Mia B.",[],0
1600,"Lowenthal, Alan S.",[],0
1601,"Lowery, Bill",['Billy Lower'],1
1602,"Lowey, Nita M.",[],0
1603,"Lowry, Mike",[],0
1604,"Lucas, Frank D.",[],0
1605,"Lucas, Ken",['Ken Lucas'],1
1606,"Luetkemeyer, Blaine",['Blaine Luetkemeyer'],1
1607,"Lugar, Richard G.",[],0
1608,"Lujan Grisham, Michelle",[],0
1609,"Luján, Ben Ray",[],0
1610,"Luján, Ben Ray",[],0
1611,"Lujan, Manuel, Jr.",[],0
1612,"Luken, Charles",[],0
1613,"Luken, Thomas A.",[],0
1614,"Luken, Thomas A.",[],0
1615,"Lukens, Donald E.",[],0
1616,"Lukens, Donald E.",[],0
1617,"Lummis, Cynthia M.",[],0
1618,"Lummis, Cynthia M.",[],0
1619,"Luna, Anna Paulina",[],0
1620,"Lundine, Stanley N.",[],0
1621,"Lungren, Daniel E.",[],0
1622,"Lungren, Daniel E.",[],0
1623,"Luria, Elaine G.",[],0
1624,"Luther, Bill",[],0
1625,"Luttrell, Morgan",['Morgan Luttrell'],1
1626,"Lynch, Stephen F.",[],0
1627,"MacArthur, Thomas",[],0
1628,"Macdonald, Torbert H.",[],0
1629,"Mace, Nancy",['Nancy Mace'],1
1630,"Machtley, Ronald K.",[],0
1631,"Mack, Connie",['Connie Mack'],1
1632,"Mack, Connie, III",[],0
1633,"Mack, Connie, III",[],0
1634,"MacKay, Buddy",[],0
1635,"Mackenzie, Ryan",['Ryan Mackenzie'],1
1636,"Madden, Ray J.",[],0
1637,"Madden, Ray J.",[],0
1638,"Madigan, Edward R.",[],0
1639,"Maffei, Daniel B.",[],0
1640,"Maffei, Daniel B.",[],0
1641,"Magaziner, Seth",['Seth Magaziner'],1
1642,"Magnuson, Warren G.",[],0
1643,"Magnuson, Warren G.",[],0
1644,"Maguire, Andrew",[],0
1645,"Mahon, George H.",[],0
1646,"Mahoney, Tim",['Tim Mahoney'],1
1647,"Mailliard, William S.",[],0
1648,"Majette, Denise L.",[],0
1649,"Malinowski, Tom",['Tom Malinowski'],1
1650,"Mallary, Richard W.",[],0
1651,"Malliotakis, Nicole",['Nicole Malliotakis'],1
1652,"Maloney, Carolyn B.",[],0
1653,"Maloney, James H.",['James Maloney'],1
1654,"Maloney, Sean Patrick",[],0
1655,"Maloy, Celeste",['Celeste Maloy'],1
1656,"Manchin, Joe, III",['Joe Manchin III'],1
1657,"Mann, David",['David Mann'],1
1658,"Mann, James R.",[],0
1659,"Mann, Tracey",['Tracey Mann'],1
1660,"Manning, Kathy E.",[],0
1661,"Mannion, John W.",['John Mannion'],1
1662,"Mansfield, Mike",[],0
1663,"Mansfield, Mike",[],0
1664,"Manton, Thomas J.",[],0
1665,"Manzullo, Donald A.",[],0
1666,"Maraziti, Joseph J.",[],0
1667,"Marchant, Kenny",['Kenny Marchant'],1
1668,"Margolies-Mezvinsky, Marjorie",['Marjorie Margolies-Mezvinsky'],1
1669,"Marino, Tom",['Tom Marino'],1
1670,"Markey, Betsy",['Betsy Markey'],1
1671,"Markey, Edward J.",[],0
1672,"Markey, Edward J.",[],0
1673,"Marks, Marc L.",[],0
1674,"Marlenee, Ron",['Ron Marlenee'],1
1675,"Marriott, David Daniel",[],0
1676,"Marshall, Jim",['Jim Marshall'],1
1677,"Marshall, Roger",['Roger Marshall'],1
1678,"Marshall, Roger",['Roger Marshall'],1
1679,"Martin, David O'B.",[],0
1680,"Martin, David T.",[],0
1681,"Martin, James G.",[],0
1682,"Martin, Lynn M.",[],0
1683,"Martinez, Matthew G.",[],0
1684,"Martinez, Mel",[],0
1685,"Martini, William J.",[],0
1686,"Mascara, Frank",['Frank Mascara'],1
1687,"Massa, Eric J. J.",[],0
1688,"Massie, Thomas",['Thomas Massie'],1
1689,"Mast, Brian J.",[],0
1690,"Matheson, Jim",['Jim Matheson'],1
1691,"Mathews, Harlan",[],0
1692,"Mathias, Charles McC., Jr.",[],0
1693,"Mathias, Charles McC., Jr.",[],0
1694,"Mathis, Dawson",[],0
1695,"Matsui, Doris O.",[],0
1696,"Matsui, Robert T.",[],0
1697,"Matsunaga, Spark M.",[],0
1698,"Matsunaga, Spark M.",[],0
1699,"Mattingly, Mack",['Mack Mattingly'],1
1700,"Mattox, James A.",[],0
1701,"Mavroules, Nicholas",['Nicholas Mavroules'],1
1702,"Mayne, Wiley",[],0
1703,"Mazzoli, Romano L.",[],0
1704,"McAdams, Ben",['Ben McAdams'],1
1705,"McAllister, Vance M.",[],0
1706,"McBath, Lucy",['Lucy McBath'],1
1707,"McBride, Sarah",['Sarah McBride'],1
1708,"McCain, John",[],0
1709,"McCain, John",[],0
1710,"McCarthy, Carolyn",['Carolyn McCarthy'],1
1711,"McCarthy, Karen",['Karen McCarthy'],1
1712,"McCarthy, Kevin",['Kevin McCarthy'],1
1713,"McCaskill, Claire",['Claire McCaskill'],1
1714,"McCaul, Michael T.",[],0
1715,"McClain Delaney, April",[],0
1716,"McClain, Lisa C.",[],0
1717,"McClellan, Jennifer L.",[],0
1718,"McClellan, John L.",[],0
1719,"McClellan, John L.",[],0
1720,"McClintock, Tom",['Tom McClintock'],1
1721,"McClory, Robert",[],0
1722,"McCloskey, Frank",['Frank McCloskey'],1
1723,"McCloskey, Paul N., Jr.",[],0
1724,"McClure, James A.",[],0
1725,"McClure, James A.",[],0
1726,"McCollister, John Y.",[],0
1727,"McCollum, Betty",['Betty McCollum'],1
1728,"McCollum, Bill",['Bill McCollum'],1
1729,"McConnell, Mitch",[],0
1730,"McCormack, Mike",['Mike McCormick'],1
1731,"McCormick, David",['David McCormick'],1
1732,"McCormick, Richard",['Richard McCormick'],1
1733,"McCotter, Thaddeus G.",[],0
1734,"McCrery, Jim",[],0
1735,"McCurdy, Dave",['Dave McCurdy'],1
1736,"McDade, Joseph M.",[],0
1737,"McDermott, Jim",['Jim McDermott'],1
1738,"McDonald Rivet, Kristen",[],0
1739,"McDonald, Lawrence P.",[],0
1740,"McDowell, Addison P.",[],0
1741,"McEachin, A. Donald",[],0
1742,"McEwen, Bob",['Bob McEwen'],1
1743,"McEwen, Robert C.",[],0
1744,"McFall, John J.",[],0
1745,"McGarvey, Morgan",['Morgan McGarvey'],1
1746,"McGee, Gale W.",[],0
1747,"McGovern, George",[],0
1748,"McGovern, George",[],0
1749,"McGovern, James P.",[],0
1750,"McGrath, Raymond J.",[],0
1751,"McGuire, John J.",[],0
1752,"McHale, Paul",['Paul McHale'],1
1753,"McHenry, Patrick T.",[],0
1754,"McHugh, John M.",[],0
1755,"McHugh, Matthew F.",[],0
1756,"McInnis, Scott",['Scott McInnis'],1
1757,"McIntosh, David M.",[],0
1758,"McIntyre, Mike",['Mike McIntyre'],1
1759,"McIntyre, Thomas J.",[],0
1760,"McIver, LaMonica",['LaMonica McIver'],1
1761,"McKay, K. Gunn",[],0
1762,"McKernan, John R., Jr.",[],0
1763,"McKinley, David B.",[],0
1764,"McKinney, Cynthia A.",[],0
1765,"McKinney, Cynthia A.",[],0
1766,"McKinney, Stewart B.",[],0
1767,"McMahon, Michael E.",[],0
1768,"McMillan, J. Alex",['J. Alex McMillan'],1
1769,"McMillen, Thomas",['Thomas McMillen'],1
1770,"McMorris Rodgers, Cathy",[],0
1771,"McNerney, Jerry",['Jerry McNerney'],1
1772,"McNulty, James F., Jr.",[],0
1773,"McNulty, Michael R.",[],0
1774,"McSally, Martha",['Martha McSally'],1
1775,"McSally, Martha",['Martha McSally'],1
1776,"McSpadden, Clem Rogers",[],0
1777,"Meadows, Mark",['Mark Meadows'],1
1778,"Meeds, Lloyd",[],0
1779,"Meehan, Martin T.",[],0
1780,"Meehan, Patrick",[],0
1781,"Meek, Carrie P.",[],0
1782,"Meek, Kendrick B.",[],0
1783,"Meeks, Gregory W.",['Gregory Meeks'],1
1784,"Meijer, Peter",['Peter Meijer'],1
1785,"Melancon, Charlie",[],0
1786,"Melcher, John",[],0
1787,"Melcher, John",[],0
1788,"Menendez, Robert",[],0
1789,"Menendez, Robert",[],0
1790,"Menendez, Robert",[],0
1791,"Meng, Grace",['Grace Meng'],1
1792,"Merkley, Jeff",['Jeff Merkley'],1
1793,"Messer, Luke",['Luke Messer'],1
1794,"Messmer, Mark B.",[],0
1795,"Metcalf, Jack",['Jack Metcalf'],1
1796,"Metcalf, Lee",[],0
1797,"Metcalf, Lee",[],0
1798,"Metcalfe, Ralph H.",[],0
1799,"Metzenbaum, Howard M.",[],0
1800,"Metzenbaum, Howard M.",[],0
1801,"Meuser, Daniel",[],0
1802,"Meyers, Jan",['Jan Meyers'],1
1803,"Meyner, Helen S.",[],0
1804,"Mezvinsky, Edward",[],0
1805,"Mfume, Kweisi",['Kweisi Mfume'],1
1806,"Mfume, Kweisi",['Kweisi Mfume'],1
1807,"Mica, Daniel Andrew",[],0
1808,"Mica, John L.",[],0
1809,"Michaud, Michael H.",[],0
1810,"Michel, Robert H.",['Robert Michel'],1
1811,"Mikulski, Barbara A.",[],0
1812,"Mikulski, Barbara A.",[],0
1813,"Mikva, Abner J.",[],0
1814,"Mikva, Abner J.",[],0
1815,"Milford, Dale",[],0
1816,"Millender-McDonald, Juanita",['Juanita Millender-McDonald'],1
1817,"Miller, Brad",['Brad Miller'],1
1818,"Miller, Candice S.",[],0
1819,"Miller, Carol D.",[],0
1820,"Miller, Clarence E.",[],0
1821,"Miller, Dan",['Dan Miller'],1
1822,"Miller, Gary G.",[],0
1823,"Miller, George",['George Miller'],1
1824,"Miller, Jeff",['Jeff Miller'],1
1825,"Miller, John R.",[],0
1826,"Miller, Mary E.",[],0
1827,"Miller, Max L.",[],0
1828,"Miller, Zell",[],0
1829,"Miller-Meeks, Mariannette",['Mariannette Miller-Meeks'],1
1830,"Mills, Cory",['Cory Mills'],1
1831,"Mills, Wilbur D.",[],0
1832,"Mills, William O.",[],0
1833,"Min, Dave",['Dave Min'],1
1834,"Mineta, Norman Y.",[],0
1835,"Minge, David",['David Minge'],1
1836,"Minish, Joseph G.",[],0
1837,"Mink, Patsy T.",[],0
1838,"Mink, Patsy T.",[],0
1839,"Minnick, Walter",[],0
1840,"Minshall, William E.",[],0
1841,"Mitchell, Donald J.",[],0
1842,"Mitchell, George J.",[],0
1843,"Mitchell, Harry E.",[],0
1844,"Mitchell, Parren J.",[],0
1845,"Mitchell, Paul",['Paul Mitchell'],1
1846,"Mizell, Wilmer",[],0
1847,"Moakley, John Joseph",[],0
1848,"Moffett, Toby",[],0
1849,"Molinari, Guy",['Guy Millner'],1
1850,"Molinari, Susan",['Susan Molinari'],1
1851,"Molinaro, Marcus J.",[],0
1852,"Mollohan, Alan B.",[],0
1853,"Mollohan, Robert H.",[],0
1854,"Mollohan, Robert H.",[],0
1855,"Mondale, Walter F.",[],0
1856,"Monson, David S.",[],0
1857,"Montoya, Joseph M.",[],0
1858,"Montoya, Joseph M.",[],0
1859,"Moody, Ashley",[],0
1860,"Moody, Jim",[],0
1861,"Moolenaar, John R.",[],0
1862,"Mooney, Alexander X.",[],0
1863,"Moore, Barry",['Barry Moore'],1
1864,"Moore, Blake D.",[],0
1865,"Moore, Dennis",['Dennis Moore'],1
1866,"Moore, Gwen",['Gwen Moore'],1
1867,"Moore, Riley M.",[],0
1868,"Moore, Tim",['Tim Murray'],1
1869,"Moore, W. Henson",[],0
1870,"Moorhead, Carlos J.",[],0
1871,"Moorhead, William S.",[],0
1872,"Moran, James P.",[],0
1873,"Moran, Jerry",['Jerry Moran'],1
1874,"Moran, Jerry",['Jerry Moran'],1
1875,"Moran, Nathaniel",['Nathaniel Moran'],1
1876,"Morella, Constance A.",[],0
1877,"Morelle, Joseph D.",[],0
1878,"Moreno, Bernie",['Bernie Moreno'],1
1879,"Morgan, Robert B.",[],0
1880,"Morgan, Thomas E.",[],0
1881,"Morgan, Thomas E.",[],0
1882,"Morrison, Bruce A.",[],0
1883,"Morrison, Kelly",['Kelly Morrison'],1
1884,"Morrison, Sid",[],0
1885,"Moseley-Braun, Carol",[],0
1886,"Mosher, Charles A.",[],0
1887,"Moskowitz, Jared",['Jared Moskowitz'],1
1888,"Moss, Frank E.",[],0
1889,"Moss, John E.",[],0
1890,"Mottl, Ronald M.",[],0
1891,"Moulton, Seth",['Seth Moulton'],1
1892,"Moylan, James C.",[],0
1893,"Moynihan, Daniel Patrick",[],0
1894,"Mrazek, Robert J.",[],0
1895,"Mrvan, Frank J.",[],0
1896,"Mucarsel-Powell, Debbie",['Debbie Mucarsel-Powell'],1
1897,"Mullin, Kevin",['Kevin Mullin'],1
1898,"Mullin, Markwayne",['Markwayne Mullin'],1
1899,"Mullin, Markwayne",['Markwayne Mullin'],1
1900,"Mulvaney, Mick",['Mick Mulvaney'],1
1901,"Murkowski, Frank H.",['Frank Murkowski'],1
1902,"Murkowski, Lisa",['Lisa Murkowski'],1
1903,"Murphy, Austin J.",[],0
1904,"Murphy, Christopher",[],0
1905,"Murphy, Christopher",[],0
1906,"Murphy, Gregory F.",[],0
1907,"Murphy, John M.",[],0
1908,"Murphy, Morgan F.",[],0
1909,"Murphy, Patrick",['Patrick Murphy'],1
1910,"Murphy, Patrick J.",[],0
1911,"Murphy, Scott",['Scott Murphy'],1
1912,"Murphy, Stephanie N.",[],0
1913,"Murphy, Tim",['Tim Murphy'],1
1914,"Murray, Patty",['Patty Murray'],1
1915,"Murtha, John P.",[],0
1916,"Musgrave, Marilyn N.",[],0
1917,"Muskie, Edmund S.",[],0
1918,"Musto, Raphael",[],0
1919,"Myers, Gary A.",[],0
1920,"Myers, John T.",[],0
1921,"Myers, Michael O.",[],0
1922,"Myrick, Sue Wilkins",[],0
1923,"Nadler, Jerrold",[],0
1924,"Napier, John L.",[],0
1925,"Napolitano, Grace F.",[],0
1926,"Natcher, William H.",['William Natcher'],1
1927,"Neal, Richard E.",[],0
1928,"Neal, Stephen L.",[],0
1929,"Nedzi, Lucien N.",[],0
1930,"Negrete McLeod, Gloria",[],0
1931,"Neguse, Joe",['Joe Neguse'],1
1932,"Nehls, Troy E.",[],0
1933,"Nelligan, James L.",[],0
1934,"Nelsen, Ancher",[],0
1935,"Nelson, Ben",['Ben Nelson'],1
1936,"Nelson, Bill",['Paul Nelson'],1
1937,"Nelson, Bill",['Paul Nelson'],1
1938,"Nelson, Gaylord",[],0
1939,"Nethercutt, George R., Jr.",[],0
1940,"Neugebauer, Randy",['Randy Neugebauer'],1
1941,"Neumann, Mark W.",['Mark Neumann'],1
1942,"Newhouse, Dan",['Dan Newhouse'],1
1943,"Newman, Marie",['Marie Newman'],1
1944,"Ney, Robert W.",[],0
1945,"Nichols, Bill",[],0
1946,"Nichols, Dick",[],0
1947,"Nickel, Wiley",[],0
1948,"Nickles, Don",['Don Nickles'],1
1949,"Nielson, Howard C.",[],0
1950,"Nix, Robert N. C.",[],0
1951,"Noem, Kristi L.",[],0
1952,"Nolan, Richard M.",[],0
1953,"Nolan, Richard M.",[],0
1954,"Norcross, Donald",['Donald Norcross'],1
1955,"Norman, Ralph",[],0
1956,"Northup, Anne M.",[],0
1957,"Norton, Eleanor Holmes",[],0
1958,"Norwood, Charles W.",[],0
1959,"Nowak, Henry",[],0
1960,"Nugent, Richard B.",[],0
1961,"Nunes, Devin",['Devin Nunes'],1
1962,"Nunn, Sam",[],0
1963,"Nunn, Zachary",[],0
1964,"Nunnelee, Alan",['Alan Nunnelee'],1
1965,"Nussle, Jim",[],0
1966,"Nye, Glenn C.",[],0
1967,"O'Brien, George M.",[],0
1968,"O'Halleran, Tom","[""Tom O'Halleran""]",1
1969,"O'Hara, James G.",[],0
1970,"O'Neill, Thomas P., Jr.",[],0
1971,"O'Rourke, Beto","[""Beto O'Rourke""]",1
1972,"Oakar, Mary Rose",['Mary Rose Oakar'],1
1973,"Obama, Barack",[],0
1974,"Obernolte, Jay",['Jay Obernolte'],1
1975,"Oberstar, James L.",[],0
1976,"Obey, David R.",[],0
1977,"Ocasio-Cortez, Alexandria",['Alexandria Ocasio-Cortez'],1
1978,"Ogles, Andrew",[],0
1979,"Olin, James R.",[],0
1980,"Olson, Pete",['Pete Olson'],1
1981,"Olszewski, Johnny",[],0
1982,"Olver, John W.",['John Olver'],1
1983,"Omar, Ilhan",['Ilhan Omar'],1
1984,"Onder, Robert F.",[],0
1985,"Ortiz, Solomon P.",[],0
1986,"Orton, Bill",['Bill Orton'],1
1987,"Osborne, Tom",[],0
1988,"Ose, Doug",['Doug Ose'],1
1989,"Ossoff, Jon",['Jon Ossoff'],1
1990,"Ottinger, Richard L.",[],0
1991,"Ottinger, Richard L.",[],0
1992,"Owens, Burgess",['Burgess Owens'],1
1993,"Owens, Major R.",[],0
1994,"Owens, Wayne",['Wayne Owens'],1
1995,"Owens, Wayne",['Wayne Owens'],1
1996,"Owens, William L.",[],0
1997,"Oxley, Michael G.",[],0
1998,"Packard, Ron",[],0
1999,"Packwood, Bob",['Bob Packwood'],1
2000,"Padilla, Alex",['Alex Padilla'],1
2001,"Palazzo, Steven M.",[],0
2002,"Pallone, Frank",[],0
2003,"Palmer, Gary J.",[],0
2004,"Panetta, Jimmy",['Jimmy Panetta'],1
2005,"Panetta, Leon",['Leon Panetta'],1
2006,"Pappas, Chris",['Chris Pappas'],1
2007,"Pappas, Michael",['Michael Pappas'],1
2008,"Parker, Mike",['Mike Parker'],1
2009,"Pascrell, Bill",[],0
2010,"Pashayan, Charles, Jr.",[],0
2011,"Passman, Otto E.",[],0
2012,"Pastor, Ed",['Ed Pastor'],1
2013,"Pastore, John O.",[],0
2014,"Patman, William N.",[],0
2015,"Patman, Wright",[],0
2016,"Patronis, Jimmy",[],0
2017,"Patten, Edward J.",[],0
2018,"Patterson, Elizabeth",[],0
2019,"Patterson, Jerry M.",[],0
2020,"Pattison, Edward W.",[],0
2021,"Paul, Rand",['Rand Paul'],1
2022,"Paul, Ron",['Ron Paul'],1
2023,"Paul, Ron",['Ron Paul'],1
2024,"Paul, Ron",['Ron Paul'],1
2025,"Paulsen, Erik",['Erik Paulsen'],1
2026,"Paxon, Bill",[],0
2027,"Payne, Donald M.",[],0
2028,"Payne, Donald M.",[],0
2029,"Payne, Lewis F., Jr.",[],0
2030,"Pearce, Stevan",[],0
2031,"Pearce, Stevan",[],0
2032,"Pearson, James B.",[],0
2033,"Pease, Donald J.",[],0
2034,"Pease, Edward A.",[],0
2035,"Pell, Claiborne",[],0
2036,"Pelosi, Nancy",['Nancy Pelosi'],1
2037,"Peltola, Mary Sattler",[],0
2038,"Pence, Greg",['Greg Pence'],1
2039,"Pence, Mike",['Mike Pence'],1
2040,"Penny, Timothy J.",[],0
2041,"Pepper, Claude",[],0
2042,"Pepper, Claude",[],0
2043,"Percy, Charles H.",[],0
2044,"Perdue, David",['David Perdue'],1
2045,"Perez, Marie Gluesenkamp",['Marie Gluesenkamp Perez'],1
2046,"Perkins, Carl C.",[],0
2047,"Perkins, Carl Dewey",[],0
2048,"Perlmutter, Ed",['Ed Perlmutter'],1
2049,"Perriello, Thomas S.P.",[],0
2050,"Perry, Scott",['Scott Perry'],1
2051,"Peters, Gary C.",[],0
2052,"Peters, Gary C.",[],0
2053,"Peters, Scott H.",['Scott Peters'],1
2054,"Peterson, Collin C.",[],0
2055,"Peterson, John E.",[],0
2056,"Petri, Thomas E.",[],0
2057,"Pettersen, Brittany",['Brittany Pettersen'],1
2058,"Pettis, Jerry L.",[],0
2059,"Pettis, Shirley N.",[],0
2060,"Peyser, Peter A.",[],0
2061,"Peyser, Peter A.",[],0
2062,"Pfluger, August",['August Pfluger'],1
2063,"Phelps, David D.",[],0
2064,"Phillips, Dean",['Dean Phillips'],1
2065,"Pickett, Owen B.",[],0
2066,"Pickle, J. J.",[],0
2067,"Pierluisi, Pedro R.",[],0
2068,"Pike, Otis G.",[],0
2069,"Pingree, Chellie",['Chellie Pingree'],1
2070,"Pittenger, Robert",['Robert Pittenger'],1
2071,"Pitts, Joseph R.",[],0
2072,"Plaskett, Stacey E.",[],0
2073,"Platts, Todd Russell",[],0
2074,"Poage, W. R.",[],0
2075,"Pocan, Mark",['Mark Pocan'],1
2076,"Podell, Bertram L.",[],0
2077,"Poe, Ted",['Ted Poe'],1
2078,"Poliquin, Bruce",['Bruce Poliquin'],1
2079,"Polis, Jared",['Jared Polis'],1
2080,"Pombo, Richard W.",['Richard Pombo'],1
2081,"Pomeroy, Earl",['Earl Pomeroy'],1
2082,"Pompeo, Mike",['Mike Pompeo'],1
2083,"Porter, John Edward",['John Edward Porter'],1
2084,"Porter, Jon C.",[],0
2085,"Porter, Katie",['Katie Porter'],1
2086,"Portman, Rob",['Rob Portman'],1
2087,"Portman, Rob",['Rob Portman'],1
2088,"Posey, Bill",['Bill Posey'],1
2089,"Poshard, Glenn",['Glenn Poshard'],1
2090,"Pou, Nellie",[],0
2091,"Powell, Walter E.",[],0
2092,"Pressler, Larry",['Larry Pressler'],1
2093,"Pressler, Larry",['Larry Pressler'],1
2094,"Pressley, Ayanna",['Ayanna Pressley'],1
2095,"Preyer, Richardson",[],0
2096,"Price, David E.",[],0
2097,"Price, David E.",[],0
2098,"Price, Melvin",[],0
